Loading Anaconda 3 2024.02-1
ppo_baseline_cf_obs15_stopgo_v12_seed1 obs shape: (15, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_baseline_cf_obs15_stopgo_v12_seed1_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 14.8     |
|    ep_rew_mean     | 1.33     |
| time/              |          |
|    fps             | 203      |
|    iterations      | 1        |
|    time_elapsed    | 40       |
|    total_timesteps | 8192     |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.5         |
|    ep_rew_mean          | 1.61         |
| time/                   |              |
|    fps                  | 197          |
|    iterations           | 2            |
|    time_elapsed         | 83           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0036019096 |
|    clip_fraction        | 0.0218       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | -0.00724     |
|    learning_rate        | 0.0003       |
|    loss                 | 0.231        |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00156     |
|    std                  | 0.986        |
|    value_loss           | 3.71         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 16.1        |
|    ep_rew_mean          | 1.68        |
| time/                   |             |
|    fps                  | 195         |
|    iterations           | 3           |
|    time_elapsed         | 125         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.015128716 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0954      |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0206     |
|    std                  | 0.96        |
|    value_loss           | 0.238       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.4        |
|    ep_rew_mean          | 1.85        |
| time/                   |             |
|    fps                  | 195         |
|    iterations           | 4           |
|    time_elapsed         | 167         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.017804138 |
|    clip_fraction        | 0.237       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.36       |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0561      |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0266     |
|    std                  | 0.938       |
|    value_loss           | 0.151       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.9        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 195         |
|    iterations           | 5           |
|    time_elapsed         | 209         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.023829337 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0378      |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.031      |
|    std                  | 0.877       |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.1        |
|    ep_rew_mean          | 1.08        |
| time/                   |             |
|    fps                  | 196         |
|    iterations           | 6           |
|    time_elapsed         | 250         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.026977744 |
|    clip_fraction        | 0.276       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.046       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0348     |
|    std                  | 0.807       |
|    value_loss           | 0.118       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.7        |
|    ep_rew_mean          | 0.0803      |
| time/                   |             |
|    fps                  | 196         |
|    iterations           | 7           |
|    time_elapsed         | 292         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.010808442 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | -0.2        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.418       |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00439    |
|    std                  | 0.778       |
|    value_loss           | 2.76        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.7        |
|    ep_rew_mean          | -3.34       |
| time/                   |             |
|    fps                  | 196         |
|    iterations           | 8           |
|    time_elapsed         | 332         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.012918742 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.179       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.659       |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00569    |
|    std                  | 0.738       |
|    value_loss           | 2.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.2        |
|    ep_rew_mean          | -3.65       |
| time/                   |             |
|    fps                  | 198         |
|    iterations           | 9           |
|    time_elapsed         | 371         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.008594824 |
|    clip_fraction        | 0.0705      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.57        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.702       |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00397    |
|    std                  | 0.707       |
|    value_loss           | 2.38        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 102        |
|    ep_rew_mean          | -12.2      |
| time/                   |            |
|    fps                  | 199        |
|    iterations           | 10         |
|    time_elapsed         | 411        |
|    total_timesteps      | 81920      |
| train/                  |            |
|    approx_kl            | 0.00798265 |
|    clip_fraction        | 0.0634     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.05      |
|    explained_variance   | 0.848      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.374      |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.00278   |
|    std                  | 0.681      |
|    value_loss           | 1.58       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 73.9         |
|    ep_rew_mean          | -6.34        |
| time/                   |              |
|    fps                  | 199          |
|    iterations           | 11           |
|    time_elapsed         | 451          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0056040906 |
|    clip_fraction        | 0.0557       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.03        |
|    explained_variance   | 0.92         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.408        |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00309     |
|    std                  | 0.673        |
|    value_loss           | 0.874        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.6         |
|    ep_rew_mean          | -1.85        |
| time/                   |              |
|    fps                  | 199          |
|    iterations           | 12           |
|    time_elapsed         | 492          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0060806996 |
|    clip_fraction        | 0.0678       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.03        |
|    explained_variance   | 0.956        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.546        |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00559     |
|    std                  | 0.682        |
|    value_loss           | 1.36         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.8        |
|    ep_rew_mean          | 1.59        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 13          |
|    time_elapsed         | 533         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.008951005 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.973       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.954       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00853    |
|    std                  | 0.688       |
|    value_loss           | 1.38        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.8         |
|    ep_rew_mean          | 2.1          |
| time/                   |              |
|    fps                  | 199          |
|    iterations           | 14           |
|    time_elapsed         | 574          |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0077645285 |
|    clip_fraction        | 0.1          |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.04        |
|    explained_variance   | 0.978        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.563        |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00828     |
|    std                  | 0.684        |
|    value_loss           | 1.08         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.2         |
|    ep_rew_mean          | 2.62         |
| time/                   |              |
|    fps                  | 199          |
|    iterations           | 15           |
|    time_elapsed         | 616          |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0050899126 |
|    clip_fraction        | 0.0614       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.03        |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0734       |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00364     |
|    std                  | 0.674        |
|    value_loss           | 0.364        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23.6        |
|    ep_rew_mean          | 2.86        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 16          |
|    time_elapsed         | 658         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.010568269 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1          |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0483      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00888    |
|    std                  | 0.659       |
|    value_loss           | 0.187       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 29          |
|    ep_rew_mean          | 2.63        |
| time/                   |             |
|    fps                  | 198         |
|    iterations           | 17          |
|    time_elapsed         | 699         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.012235762 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.974      |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.102       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.634       |
|    value_loss           | 0.214       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.8        |
|    ep_rew_mean          | 2.83        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 18          |
|    time_elapsed         | 740         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.012145044 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.95       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.267       |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.621       |
|    value_loss           | 0.546       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.3        |
|    ep_rew_mean          | 3.75        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 19          |
|    time_elapsed         | 781         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.010880759 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.927      |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.194       |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.607       |
|    value_loss           | 0.792       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 4.22        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 20          |
|    time_elapsed         | 822         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.009627864 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.89       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.508       |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00957    |
|    std                  | 0.582       |
|    value_loss           | 0.869       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 44.2         |
|    ep_rew_mean          | 5.75         |
| time/                   |              |
|    fps                  | 199          |
|    iterations           | 21           |
|    time_elapsed         | 863          |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0100142015 |
|    clip_fraction        | 0.117        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.857       |
|    explained_variance   | 0.956        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.447        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00689     |
|    std                  | 0.566        |
|    value_loss           | 0.87         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.7        |
|    ep_rew_mean          | 5.13        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 22          |
|    time_elapsed         | 904         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.010464687 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.853      |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.0003      |
|    loss                 | 0.971       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00718    |
|    std                  | 0.568       |
|    value_loss           | 1.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.6        |
|    ep_rew_mean          | 7.81        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 23          |
|    time_elapsed         | 945         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.010298681 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.836      |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.662       |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00854    |
|    std                  | 0.553       |
|    value_loss           | 1.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 65.9        |
|    ep_rew_mean          | 9.39        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 24          |
|    time_elapsed         | 985         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.008624183 |
|    clip_fraction        | 0.093       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.805      |
|    explained_variance   | 0.861       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.24        |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00516    |
|    std                  | 0.535       |
|    value_loss           | 2.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 93          |
|    ep_rew_mean          | 14.4        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 25          |
|    time_elapsed         | 1025        |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.009074683 |
|    clip_fraction        | 0.0973      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.778      |
|    explained_variance   | 0.786       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.24        |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00421    |
|    std                  | 0.523       |
|    value_loss           | 3.15        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 17.2         |
| time/                   |              |
|    fps                  | 200          |
|    iterations           | 26           |
|    time_elapsed         | 1064         |
|    total_timesteps      | 212992       |
| train/                  |              |
|    approx_kl            | 0.0072440524 |
|    clip_fraction        | 0.0929       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.77        |
|    explained_variance   | 0.763        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.14         |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00426     |
|    std                  | 0.52         |
|    value_loss           | 3.14         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 82.3        |
|    ep_rew_mean          | 11.6        |
| time/                   |             |
|    fps                  | 200         |
|    iterations           | 27          |
|    time_elapsed         | 1105        |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.013543874 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.752      |
|    explained_variance   | 0.702       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.14        |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00161    |
|    std                  | 0.511       |
|    value_loss           | 3.93        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 96.7        |
|    ep_rew_mean          | 14.4        |
| time/                   |             |
|    fps                  | 200         |
|    iterations           | 28          |
|    time_elapsed         | 1145        |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.004716452 |
|    clip_fraction        | 0.0829      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.734      |
|    explained_variance   | 0.703       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.05        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.000538   |
|    std                  | 0.502       |
|    value_loss           | 6.78        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | 18.3       |
| time/                   |            |
|    fps                  | 200        |
|    iterations           | 29         |
|    time_elapsed         | 1185       |
|    total_timesteps      | 237568     |
| train/                  |            |
|    approx_kl            | 0.00883705 |
|    clip_fraction        | 0.108      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.712     |
|    explained_variance   | 0.677      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.76       |
|    n_updates            | 280        |
|    policy_gradient_loss | 0.000169   |
|    std                  | 0.488      |
|    value_loss           | 6.21       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 21.1        |
| time/                   |             |
|    fps                  | 200         |
|    iterations           | 30          |
|    time_elapsed         | 1225        |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.004825333 |
|    clip_fraction        | 0.0751      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.696      |
|    explained_variance   | 0.641       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.88        |
|    n_updates            | 290         |
|    policy_gradient_loss | 0.0015      |
|    std                  | 0.486       |
|    value_loss           | 5.21        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
