Loading Anaconda 3 2024.02-1
SCENARIO_NAME=highway_lanechange_dense_obs20
EXP_VERSION=v12
TOTAL_TIMESTEPS=1000000
N_ENVS=4
DEEPSETS_HIDDEN=64
ppo_deepsets_highway_lanechange_dense_obs20_v12_seed2 obs shape: (20, 5) action space: Box(-1.0, 1.0, (2,), float32)
Using cpu device
Logging to runs/tb/ppo_deepsets_highway_lanechange_dense_obs20_v12_seed2_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5.14     |
|    ep_rew_mean     | -1.23    |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 71       |
|    iterations      | 1        |
|    time_elapsed    | 114      |
|    total_timesteps | 8192     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.24        |
|    ep_rew_mean          | -0.264      |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 2           |
|    time_elapsed         | 236         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.014592474 |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0.0108      |
|    learning_rate        | 0.0003      |
|    loss                 | 5.69        |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0223     |
|    std                  | 1           |
|    value_loss           | 13.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.39        |
|    ep_rew_mean          | 0.369       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 3           |
|    time_elapsed         | 358         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.016193049 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0.145       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.28        |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0261     |
|    std                  | 0.994       |
|    value_loss           | 11          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.31        |
|    ep_rew_mean          | 0.804       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 4           |
|    time_elapsed         | 476         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.015405588 |
|    clip_fraction        | 0.179       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.153       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.61        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0188     |
|    std                  | 0.971       |
|    value_loss           | 7.51        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.87       |
|    ep_rew_mean          | 1.41       |
|    success_rate         | 0          |
| time/                   |            |
|    fps                  | 68         |
|    iterations           | 5          |
|    time_elapsed         | 599        |
|    total_timesteps      | 40960      |
| train/                  |            |
|    approx_kl            | 0.02079562 |
|    clip_fraction        | 0.206      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.72      |
|    explained_variance   | 0.0502     |
|    learning_rate        | 0.0003     |
|    loss                 | 2.68       |
|    n_updates            | 40         |
|    policy_gradient_loss | -0.0151    |
|    std                  | 0.941      |
|    value_loss           | 4.73       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 7.51        |
|    ep_rew_mean          | 1.61        |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 6           |
|    time_elapsed         | 718         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.040486384 |
|    clip_fraction        | 0.344       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
