Loading Anaconda 3 2024.02-1
SCENARIO_NAME=cf_obs15
EXP_VERSION=v12
TOTAL_TIMESTEPS=1000000
N_ENVS=4
DEEPSETS_HIDDEN=64
ppo_deepsets_cf_obs15_v12_seed1 obs shape: (15, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_deepsets_cf_obs15_v12_seed1_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 15       |
|    ep_rew_mean     | 1.4      |
| time/              |          |
|    fps             | 144      |
|    iterations      | 1        |
|    time_elapsed    | 56       |
|    total_timesteps | 8192     |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.4         |
|    ep_rew_mean          | 1.54         |
| time/                   |              |
|    fps                  | 134          |
|    iterations           | 2            |
|    time_elapsed         | 121          |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0011502857 |
|    clip_fraction        | 0.0399       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.00715      |
|    learning_rate        | 0.0003       |
|    loss                 | 0.254        |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00234     |
|    std                  | 0.985        |
|    value_loss           | 1.82         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 16.2       |
|    ep_rew_mean          | 1.73       |
| time/                   |            |
|    fps                  | 133        |
|    iterations           | 3          |
|    time_elapsed         | 184        |
|    total_timesteps      | 24576      |
| train/                  |            |
|    approx_kl            | 0.01358837 |
|    clip_fraction        | 0.196      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.4       |
|    explained_variance   | 0.981      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.104      |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.0201    |
|    std                  | 0.978      |
|    value_loss           | 0.188      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.4        |
|    ep_rew_mean          | 1.89        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 4           |
|    time_elapsed         | 246         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.016927652 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0438      |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0298     |
|    std                  | 0.954       |
|    value_loss           | 0.187       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.2        |
|    ep_rew_mean          | 1.17        |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 5           |
|    time_elapsed         | 305         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.025887305 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0171      |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0343     |
|    std                  | 0.888       |
|    value_loss           | 0.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.8        |
|    ep_rew_mean          | 0.488       |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 6           |
|    time_elapsed         | 367         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.012321742 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.675       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.379       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.00684    |
|    std                  | 0.85        |
|    value_loss           | 0.546       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.5        |
|    ep_rew_mean          | -7.15       |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 7           |
|    time_elapsed         | 428         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.011892106 |
|    clip_fraction        | 0.0986      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.475       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.02        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00448    |
|    std                  | 0.81        |
|    value_loss           | 1.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87          |
|    ep_rew_mean          | -15.3       |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 8           |
|    time_elapsed         | 486         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.004269025 |
|    clip_fraction        | 0.0368      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.72        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.496       |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00153    |
|    std                  | 0.78        |
|    value_loss           | 1.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.9        |
|    ep_rew_mean          | -14         |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 9           |
|    time_elapsed         | 545         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.005475432 |
|    clip_fraction        | 0.0665      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.4         |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00336    |
|    std                  | 0.784       |
|    value_loss           | 1.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 73.2        |
|    ep_rew_mean          | -6.56       |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 10          |
|    time_elapsed         | 605         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.012422417 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.293       |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.809       |
|    value_loss           | 0.828       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.9        |
|    ep_rew_mean          | 0.988       |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 11          |
|    time_elapsed         | 663         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.011953489 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.469       |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.84        |
|    value_loss           | 1.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.3        |
|    ep_rew_mean          | 4.71        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 12          |
|    time_elapsed         | 721         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.010714398 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.772       |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0175     |
|    std                  | 0.837       |
|    value_loss           | 1.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.4        |
|    ep_rew_mean          | 5.91        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 13          |
|    time_elapsed         | 782         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.011409285 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.785       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.805       |
|    value_loss           | 1.47        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.8        |
|    ep_rew_mean          | 5.78        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 14          |
|    time_elapsed         | 841         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.011685205 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.478       |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.768       |
|    value_loss           | 1.08        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 9.18        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 15          |
|    time_elapsed         | 900         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.011692032 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.345       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.007      |
|    std                  | 0.744       |
|    value_loss           | 0.702       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 79.7        |
|    ep_rew_mean          | 13.5        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 16          |
|    time_elapsed         | 961         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.011838576 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.44        |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.714       |
|    value_loss           | 1.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 20.3        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 17          |
|    time_elapsed         | 1020        |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.015552837 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.747       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 0.711       |
|    value_loss           | 2.78        |
