Loading Anaconda 3 2024.02-1
SCENARIO_NAME=highway_lanechange_dense_obs20
EXP_VERSION=v9
TOTAL_TIMESTEPS=1000000
N_ENVS=8
DEEPSETS_HIDDEN=64
ppo_deepsets_highway_lanechange_dense_obs20_v9_seed0 obs shape: (20, 5) action space: Box(-1.0, 1.0, (2,), float32)
Using cpu device
Logging to runs/tb/ppo_deepsets_highway_lanechange_dense_obs20_v9_seed0_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5.72     |
|    ep_rew_mean     | -1.04    |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 148      |
|    iterations      | 1        |
|    time_elapsed    | 110      |
|    total_timesteps | 16384    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.29        |
|    ep_rew_mean          | 0.311       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 141         |
|    iterations           | 2           |
|    time_elapsed         | 230         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.013513265 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -0.0225     |
|    learning_rate        | 0.0003      |
|    loss                 | 5.27        |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0222     |
|    std                  | 0.999       |
|    value_loss           | 13.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.08        |
|    ep_rew_mean          | 0.458       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 139         |
|    iterations           | 3           |
|    time_elapsed         | 353         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.016634807 |
|    clip_fraction        | 0.227       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | 0.167       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.33        |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0254     |
|    std                  | 1.01        |
|    value_loss           | 10.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.34        |
|    ep_rew_mean          | 0.595       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 137         |
|    iterations           | 4           |
|    time_elapsed         | 474         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.017157659 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | 0.171       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.99        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0192     |
|    std                  | 0.985       |
|    value_loss           | 6.71        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.75       |
|    ep_rew_mean          | 1.2        |
|    success_rate         | 0          |
| time/                   |            |
|    fps                  | 138        |
|    iterations           | 5          |
|    time_elapsed         | 591        |
|    total_timesteps      | 81920      |
| train/                  |            |
|    approx_kl            | 0.02160491 |
|    clip_fraction        | 0.213      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.74      |
|    explained_variance   | 0.13       |
