Loading Anaconda 3 2024.02-1
SCENARIO_NAME=cf_obs20_dense
EXP_VERSION=v12
TOTAL_TIMESTEPS=1000000
N_ENVS=4
ATTN_MODE=uniform
X_INDEX=1
VX_INDEX=3
ORACLE_RULE=leader_x
TTC_EPS=1e-6
ppo_attn_uniform_cf_obs20_dense_v12_seed2 obs shape: (20, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_attn_uniform_cf_obs20_dense_v12_seed2_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 11.9     |
|    ep_rew_mean     | -0.856   |
| time/              |          |
|    fps             | 164      |
|    iterations      | 1        |
|    time_elapsed    | 49       |
|    total_timesteps | 8192     |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12           |
|    ep_rew_mean          | -0.902       |
| time/                   |              |
|    fps                  | 158          |
|    iterations           | 2            |
|    time_elapsed         | 103          |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0016465192 |
|    clip_fraction        | 0.02         |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.42        |
|    explained_variance   | -0.00508     |
|    learning_rate        | 0.0003       |
|    loss                 | 0.455        |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00183     |
|    std                  | 0.999        |
|    value_loss           | 2.69         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.4        |
|    ep_rew_mean          | -0.876      |
| time/                   |             |
|    fps                  | 157         |
|    iterations           | 3           |
|    time_elapsed         | 156         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.010940291 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.187       |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.01       |
|    std                  | 0.993       |
|    value_loss           | 0.505       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.9        |
|    ep_rew_mean          | -0.83       |
| time/                   |             |
|    fps                  | 156         |
|    iterations           | 4           |
|    time_elapsed         | 209         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.007049203 |
|    clip_fraction        | 0.0929      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | 0.953       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.16        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00623    |
|    std                  | 0.975       |
|    value_loss           | 0.458       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 13.4        |
|    ep_rew_mean          | -0.585      |
| time/                   |             |
|    fps                  | 156         |
|    iterations           | 5           |
|    time_elapsed         | 262         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.008954824 |
|    clip_fraction        | 0.0854      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.206       |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00509    |
|    std                  | 0.952       |
|    value_loss           | 0.452       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 13.8        |
|    ep_rew_mean          | -0.631      |
| time/                   |             |
|    fps                  | 156         |
|    iterations           | 6           |
|    time_elapsed         | 314         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.009735893 |
|    clip_fraction        | 0.0813      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.35       |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.197       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.00487    |
|    std                  | 0.932       |
|    value_loss           | 0.409       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 14.3        |
|    ep_rew_mean          | -0.533      |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 7           |
|    time_elapsed         | 367         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.007855455 |
|    clip_fraction        | 0.0827      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.34       |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.214       |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0039     |
|    std                  | 0.913       |
|    value_loss           | 0.415       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.5         |
|    ep_rew_mean          | -0.615       |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 8            |
|    time_elapsed         | 420          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0036175256 |
|    clip_fraction        | 0.0719       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.96         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.156        |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00391     |
|    std                  | 0.9          |
|    value_loss           | 0.403        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.1         |
|    ep_rew_mean          | -0.528       |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 9            |
|    time_elapsed         | 472          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0063520167 |
|    clip_fraction        | 0.0713       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.223        |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00437     |
|    std                  | 0.882        |
|    value_loss           | 0.443        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 15.6        |
|    ep_rew_mean          | -0.513      |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 10          |
|    time_elapsed         | 525         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.007817816 |
|    clip_fraction        | 0.0668      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.22        |
|    n_updates            | 90          |
