Loading Anaconda 3 2024.02-1
ppo_baseline_highway_lanechange_dense_obs20_shuffle_v7_seed0 obs shape: (20, 5) action space: Box(-1.0, 1.0, (2,), float32)
Using cpu device
Logging to runs/tb/ppo_baseline_highway_lanechange_dense_obs20_shuffle_v7_seed0_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5.04     |
|    ep_rew_mean     | -1.64    |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 186      |
|    iterations      | 1        |
|    time_elapsed    | 88       |
|    total_timesteps | 16384    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.22        |
|    ep_rew_mean          | -0.245      |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 180         |
|    iterations           | 2           |
|    time_elapsed         | 181         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.014112977 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -0.0256     |
|    learning_rate        | 0.0003      |
|    loss                 | 6.2         |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0208     |
|    std                  | 1           |
|    value_loss           | 13.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3.55        |
|    ep_rew_mean          | 0.345       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 179         |
|    iterations           | 3           |
|    time_elapsed         | 274         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.014490078 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.82       |
|    explained_variance   | 0.154       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.48        |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0263     |
|    std                  | 0.989       |
|    value_loss           | 9.81        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.37        |
|    ep_rew_mean          | 0.861       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 177         |
|    iterations           | 4           |
|    time_elapsed         | 368         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.013505558 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.164       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.77        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0214     |
