Loading Anaconda 3 2024.02-1
SCENARIO_NAME=highway_lanechange_dense_obs20
EXP_VERSION=v12
TOTAL_TIMESTEPS=1000000
N_ENVS=4
DEEPSETS_HIDDEN=64
ppo_deepsets_highway_lanechange_dense_obs20_v12_seed0 obs shape: (20, 5) action space: Box(-1.0, 1.0, (2,), float32)
Using cpu device
Logging to runs/tb/ppo_deepsets_highway_lanechange_dense_obs20_v12_seed0_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5        |
|    ep_rew_mean     | -0.984   |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 71       |
|    iterations      | 1        |
|    time_elapsed    | 113      |
|    total_timesteps | 8192     |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.7        |
|    ep_rew_mean          | -0.378     |
|    success_rate         | 0          |
| time/                   |            |
|    fps                  | 70         |
|    iterations           | 2          |
|    time_elapsed         | 233        |
|    total_timesteps      | 16384      |
| train/                  |            |
|    approx_kl            | 0.01308175 |
|    clip_fraction        | 0.172      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.83      |
|    explained_variance   | -0.0199    |
|    learning_rate        | 0.0003     |
|    loss                 | 6.63       |
|    n_updates            | 10         |
|    policy_gradient_loss | -0.0196    |
|    std                  | 0.995      |
|    value_loss           | 13.4       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 4.38         |
|    ep_rew_mean          | 0.467        |
|    success_rate         | 0            |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 3            |
|    time_elapsed         | 352          |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0155660845 |
|    clip_fraction        | 0.223        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | 0.17         |
|    learning_rate        | 0.0003       |
|    loss                 | 4.31         |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.0225      |
|    std                  | 0.992        |
|    value_loss           | 9.77         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3.99        |
|    ep_rew_mean          | 0.885       |
