Loading Anaconda 3 2024.02-1
SCENARIO_NAME=highway_lanechange_dense_obs20
EXP_VERSION=v9
TOTAL_TIMESTEPS=1000000
N_ENVS=8
DEEPSETS_HIDDEN=64
ppo_deepsets_highway_lanechange_dense_obs20_v9_seed1 obs shape: (20, 5) action space: Box(-1.0, 1.0, (2,), float32)
Using cpu device
Logging to runs/tb/ppo_deepsets_highway_lanechange_dense_obs20_v9_seed1_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5.08     |
|    ep_rew_mean     | -1.25    |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 179      |
|    iterations      | 1        |
|    time_elapsed    | 91       |
|    total_timesteps | 16384    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.86        |
|    ep_rew_mean          | -0.312      |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 172         |
|    iterations           | 2           |
|    time_elapsed         | 189         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.012887855 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -0.0147     |
|    learning_rate        | 0.0003      |
|    loss                 | 5.88        |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0202     |
|    std                  | 1           |
|    value_loss           | 13.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.45       |
|    ep_rew_mean          | 0.66       |
|    success_rate         | 0          |
| time/                   |            |
|    fps                  | 170        |
|    iterations           | 3          |
|    time_elapsed         | 288        |
|    total_timesteps      | 49152      |
| train/                  |            |
|    approx_kl            | 0.01520205 |
|    clip_fraction        | 0.222      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.84      |
|    explained_variance   | 0.173      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.22       |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.0247    |
|    std                  | 1          |
|    value_loss           | 10.9       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.47        |
|    ep_rew_mean          | 0.494       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 168         |
|    iterations           | 4           |
|    time_elapsed         | 388         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.011106389 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | 0.141       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.57        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.986       |
|    value_loss           | 7.06        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.63        |
|    ep_rew_mean          | 1.15        |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 167         |
|    iterations           | 5           |
|    time_elapsed         | 488         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.019321537 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.74       |
|    explained_variance   | 0.0903      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18        |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.013      |
|    std                  | 0.946       |
|    value_loss           | 4.85        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 6.11      |
|    ep_rew_mean          | 1.4       |
|    success_rate         | 0         |
| time/                   |           |
|    fps                  | 167       |
|    iterations           | 6         |
