Loading Anaconda 3 2024.02-1
ppo_baseline_cf_v2_v12_seed2 obs shape: (5, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_baseline_cf_v2_v12_seed2_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 17.4     |
|    ep_rew_mean     | 3.32     |
| time/              |          |
|    fps             | 186      |
|    iterations      | 1        |
|    time_elapsed    | 43       |
|    total_timesteps | 8192     |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.8         |
|    ep_rew_mean          | 3.27         |
| time/                   |              |
|    fps                  | 191          |
|    iterations           | 2            |
|    time_elapsed         | 85           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0040628584 |
|    clip_fraction        | 0.0178       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.42        |
|    explained_variance   | -0.000432    |
|    learning_rate        | 0.0003       |
|    loss                 | 0.246        |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.000856    |
|    std                  | 1            |
|    value_loss           | 5.48         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 19.6        |
|    ep_rew_mean          | 3.8         |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 3           |
|    time_elapsed         | 123         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.015629236 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.153       |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0239     |
|    std                  | 0.965       |
|    value_loss           | 0.293       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 21.9       |
|    ep_rew_mean          | 4.15       |
| time/                   |            |
|    fps                  | 198        |
|    iterations           | 4          |
|    time_elapsed         | 164        |
|    total_timesteps      | 32768      |
| train/                  |            |
|    approx_kl            | 0.02314097 |
|    clip_fraction        | 0.278      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | 0.987      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.085      |
|    n_updates            | 30         |
|    policy_gradient_loss | -0.0334    |
|    std                  | 0.913      |
|    value_loss           | 0.228      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.4        |
|    ep_rew_mean          | 4.2         |
| time/                   |             |
|    fps                  | 196         |
|    iterations           | 5           |
|    time_elapsed         | 208         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.014256932 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.335       |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0118     |
|    std                  | 0.898       |
|    value_loss           | 1.19        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.6        |
|    ep_rew_mean          | 3.28        |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 6           |
|    time_elapsed         | 243         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.017209176 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.561       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.29        |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.00911    |
|    std                  | 0.855       |
|    value_loss           | 4.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 82.3        |
|    ep_rew_mean          | 0.393       |
| time/                   |             |
|    fps                  | 207         |
|    iterations           | 7           |
|    time_elapsed         | 276         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.011435249 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.172       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.28        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00808    |
|    std                  | 0.811       |
|    value_loss           | 7.54        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 94.9         |
|    ep_rew_mean          | 2.25         |
| time/                   |              |
|    fps                  | 205          |
|    iterations           | 8            |
|    time_elapsed         | 318          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0064744754 |
|    clip_fraction        | 0.0815       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.21        |
|    explained_variance   | 0.558        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.72         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00638     |
|    std                  | 0.814        |
|    value_loss           | 6.8          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 7.26        |
| time/                   |             |
|    fps                  | 206         |
|    iterations           | 9           |
|    time_elapsed         | 356         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.010296196 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.96        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.804       |
|    value_loss           | 4.22        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 112        |
|    ep_rew_mean          | 12.7       |
| time/                   |            |
|    fps                  | 208        |
