Loading Anaconda 3 2024.02-1
SCENARIO_NAME=cf_v2
EXP_VERSION=v12
TOTAL_TIMESTEPS=1000000
N_ENVS=4
ATTN_MODE=learned
X_INDEX=1
VX_INDEX=3
ORACLE_RULE=leader_x
TTC_EPS=1e-6
ppo_attn_learned_cf_v2_v12_seed1 obs shape: (5, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_attn_learned_cf_v2_v12_seed1_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 17.6     |
|    ep_rew_mean     | 3.38     |
| time/              |          |
|    fps             | 205      |
|    iterations      | 1        |
|    time_elapsed    | 39       |
|    total_timesteps | 8192     |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 17.5       |
|    ep_rew_mean          | 3.22       |
| time/                   |            |
|    fps                  | 201        |
|    iterations           | 2          |
|    time_elapsed         | 81         |
|    total_timesteps      | 16384      |
| train/                  |            |
|    approx_kl            | 0.00543614 |
|    clip_fraction        | 0.034      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.42      |
|    explained_variance   | -0.000829  |
|    learning_rate        | 0.0003     |
|    loss                 | 0.117      |
|    n_updates            | 10         |
|    policy_gradient_loss | -0.00259   |
|    std                  | 0.998      |
|    value_loss           | 1.86       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 19.2        |
|    ep_rew_mean          | 3.67        |
| time/                   |             |
|    fps                  | 199         |
|    iterations           | 3           |
|    time_elapsed         | 123         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.012415454 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.101       |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0209     |
|    std                  | 0.973       |
|    value_loss           | 0.184       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.4       |
|    ep_rew_mean          | 4.1        |
| time/                   |            |
|    fps                  | 199        |
|    iterations           | 4          |
|    time_elapsed         | 164        |
|    total_timesteps      | 32768      |
| train/                  |            |
|    approx_kl            | 0.02313798 |
|    clip_fraction        | 0.289      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.35      |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0607     |
|    n_updates            | 30         |
|    policy_gradient_loss | -0.0395    |
|    std                  | 0.915      |
|    value_loss           | 0.21       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 6.12        |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 5           |
|    time_elapsed         | 202         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.030422479 |
|    clip_fraction        | 0.3         |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.213       |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0243     |
|    std                  | 0.87        |
|    value_loss           | 0.509       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.1        |
|    ep_rew_mean          | 8.21        |
| time/                   |             |
|    fps                  | 201         |
|    iterations           | 6           |
|    time_elapsed         | 243         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.015916968 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
